ID_Transakcji,Data,Kategoria,Produkt,Cena_Jednostkowa,Liczba_Sztuk,Wartosc_Zamowienia,Koszt_Dostawy,Calkowita_Wartosc,Region
T20240424-015,2024-04-24,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Wschodni
T20241212-018,2024-12-12,Książki,Poradnik 'Skuteczny Excel',63.02,2,126.04,8.0,134.04,Wschodni
T20240704-029,2024-07-04,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Zachodni
T20240521-014,2024-05-21,Artykuły sportowe,Mata do jogi Comfort,87.4,2,174.8,12.0,186.8,Wschodni
T20240220-015,2024-02-20,Artykuły sportowe,Rower górski XTerra,1763.0,2,3526.0,40.0,3566.0,Północny
T20241224-018,2024-12-24,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,1,457.2,20.0,477.2,Wschodni
T20240220-016,2024-02-20,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Południowy
T20240610-020,2024-06-10,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Południowy
T20240904-019,2024-09-04,Elektronika,Smartfon Galaxy X20,2228.0,2,4456.0,40.0,4496.0,Północny
T20241124-022,2024-11-24,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,2,2272.8,40.0,2312.8,Centralny
T20240520-022,2024-05-20,Książki,Poradnik 'Skuteczny Excel',63.02,2,126.04,8.0,134.04,Centralny
T20240119-017,2024-01-19,Artykuły sportowe,Piłka do koszykówki Pro,124.2,3,372.6,12.0,384.6,Południowy
T20240806-018,2024-08-06,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Północny
T20240119-018,2024-01-19,Odzież,Sukienka letnia Sunshine,160.2,1,160.2,12.0,172.2,Zachodni
T20240109-017,2024-01-09,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Zachodni
T20240317-015,2024-03-17,Elektronika,Tablet MediaPad 10,1392.0,3,4176.0,40.0,4216.0,Zachodni
T20240706-015,2024-07-06,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Północny
T20240610-021,2024-06-10,Artykuły sportowe,Kijki trekkingowe Hike,130.8,3,392.4,12.0,404.4,Południowy
T20241016-016,2024-10-16,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Zachodni
T20240908-018,2024-09-08,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Północny
T20241103-013,2024-11-03,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Południowy
T20241105-017,2024-11-05,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,1,457.2,20.0,477.2,Centralny
T20240720-017,2024-07-20,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,1,457.2,20.0,477.2,Wschodni
T20241116-012,2024-11-16,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Północny
T20240807-020,2024-08-07,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,2,914.4,20.0,934.4,Południowy
T20240105-015,2024-01-05,Elektronika,Smartwatch FitPro,703.0,2,1406.0,20.0,1426.0,Północny
T20241119-017,2024-11-19,Odzież,Buty sportowe RunFast,284.0,1,284.0,20.0,304.0,Centralny
T20241020-021,2024-10-20,Odzież,Spodnie jeansowe ClassicBlue,172.2,1,172.2,12.0,184.2,Północny
T20240220-017,2024-02-20,Elektronika,Tablet MediaPad 10,1392.0,2,2784.0,40.0,2824.0,Południowy
T20240210-015,2024-02-10,Artykuły sportowe,Kijki trekkingowe Hike,130.8,2,261.6,12.0,273.6,Zachodni
T20241127-015,2024-11-27,Odzież,Buty sportowe RunFast,284.0,1,284.0,20.0,304.0,Zachodni
T20240206-016,2024-02-06,Elektronika,Laptop ProBook Air,4036.5,1,4036.5,40.0,4076.5,Południowy
T20240327-019,2024-03-27,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Centralny
T20240515-021,2024-05-15,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Północny
T20241128-027,2024-11-28,Odzież,T-shirt BasicColor,70.75,2,141.5,12.0,153.5,Zachodni
T20241105-018,2024-11-05,Dom i ogród,Komplet pościeli Dream,192.15,3,576.45,12.0,588.45,Wschodni
T20240610-022,2024-06-10,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Południowy
T20240423-019,2024-04-23,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Zachodni
T20241025-024,2024-10-25,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,2,615.6,12.0,627.6,Centralny
T20241111-015,2024-11-11,Elektronika,Smartwatch FitPro,703.0,2,1406.0,20.0,1426.0,Północny
T20241010-012,2024-10-10,Artykuły sportowe,Hantle 5kg zestaw,146.0,2,292.0,20.0,312.0,Zachodni
T20241122-020,2024-11-22,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Centralny
T20240310-015,2024-03-10,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Południowy
T20240321-020,2024-03-21,Dom i ogród,Komplet pościeli Dream,192.15,2,384.3,12.0,396.3,Południowy
T20240109-018,2024-01-09,Książki,Powieść 'Tajemnica Gór',41.75,3,125.25,8.0,133.25,Wschodni
T20240906-015,2024-09-06,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Południowy
T20241220-015,2024-12-20,Książki,Książka kucharska 'Smaki Azji',70.92,2,141.84,8.0,149.84,Południowy
T20241014-026,2024-10-14,Zabawki,Auto zdalnie sterowane RacerX,218.4,2,436.8,20.0,456.8,Centralny
T20240919-017,2024-09-19,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Zachodni
T20240610-023,2024-06-10,Artykuły sportowe,Kijki trekkingowe Hike,130.8,3,392.4,12.0,404.4,Północny
T20240918-026,2024-09-18,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,3,588.6,20.0,608.6,Centralny
T20240309-017,2024-03-09,Odzież,Spodnie jeansowe ClassicBlue,172.2,2,344.4,12.0,356.4,Wschodni
T20240309-018,2024-03-09,Elektronika,Smartwatch FitPro,703.0,3,2109.0,20.0,2129.0,Wschodni
T20240620-014,2024-06-20,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Północny
T20240819-025,2024-08-19,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Centralny
T20240603-016,2024-06-03,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Centralny
T20240809-018,2024-08-09,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Wschodni
T20240411-016,2024-04-11,Elektronika,Smartfon Galaxy X20,2228.0,2,4456.0,40.0,4496.0,Południowy
T20240309-019,2024-03-09,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Wschodni
T20240815-018,2024-08-15,Zabawki,Lalka interaktywna TalkingFriend,153.6,2,307.2,12.0,319.2,Północny
T20240424-016,2024-04-24,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Wschodni
T20241216-018,2024-12-16,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Zachodni
T20241116-013,2024-11-16,Książki,Atlas Świata 2024,97.1,2,194.2,8.0,202.2,Wschodni
T20240202-015,2024-02-02,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Wschodni
T20240223-018,2024-02-23,Odzież,Kurtka zimowa męska Alpine,378.4,1,378.4,20.0,398.4,Zachodni
T20240217-014,2024-02-17,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,2,914.4,20.0,934.4,Centralny
T20240927-015,2024-09-27,Książki,Książka kucharska 'Smaki Azji',70.92,2,141.84,8.0,149.84,Zachodni
T20240908-019,2024-09-08,Artykuły sportowe,Mata do jogi Comfort,87.4,1,87.4,12.0,99.4,Wschodni
T20240907-026,2024-09-07,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,2,2272.8,40.0,2312.8,Południowy
T20240723-019,2024-07-23,Książki,Kryminał 'Ciemna Noc',39.92,2,79.84,8.0,87.84,Centralny
T20240320-018,2024-03-20,Artykuły sportowe,Rower górski XTerra,1763.0,1,1763.0,40.0,1803.0,Południowy
T20240123-013,2024-01-23,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Południowy
T20241022-019,2024-10-22,Książki,Kryminał 'Ciemna Noc',39.92,2,79.84,8.0,87.84,Centralny
T20240312-019,2024-03-12,Elektronika,Laptop ProBook Air,4036.5,1,4036.5,40.0,4076.5,Południowy
T20240114-025,2024-01-14,Książki,Kryminał 'Ciemna Noc',39.92,2,79.84,8.0,87.84,Wschodni
T20240718-027,2024-07-18,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,2,360.2,12.0,372.2,Północny
T20240910-016,2024-09-10,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Północny
T20240812-030,2024-08-12,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,1,307.8,12.0,319.8,Zachodni
T20240713-024,2024-07-13,Książki,Atlas Świata 2024,97.1,2,194.2,8.0,202.2,Zachodni
T20241204-019,2024-12-04,Odzież,Buty sportowe RunFast,284.0,1,284.0,20.0,304.0,Wschodni
T20241208-013,2024-12-08,Odzież,Sukienka letnia Sunshine,160.2,1,160.2,12.0,172.2,Wschodni
T20240703-022,2024-07-03,Książki,Książka kucharska 'Smaki Azji',70.92,2,141.84,8.0,149.84,Południowy
T20240802-017,2024-08-02,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Północny
T20240225-023,2024-02-25,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Wschodni
T20240912-018,2024-09-12,Artykuły sportowe,Hantle 5kg zestaw,146.0,3,438.0,20.0,458.0,Wschodni
T20240810-016,2024-08-10,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Wschodni
T20240210-016,2024-02-10,Odzież,Buty sportowe RunFast,284.0,2,568.0,20.0,588.0,Północny
T20241031-013,2024-10-31,Odzież,Kurtka zimowa męska Alpine,378.4,2,756.8,20.0,776.8,Wschodni
T20240703-023,2024-07-03,Odzież,Spodnie jeansowe ClassicBlue,172.2,2,344.4,12.0,356.4,Centralny
T20240504-023,2024-05-04,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,2,360.2,12.0,372.2,Południowy
T20240801-019,2024-08-01,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Południowy
T20240111-017,2024-01-11,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,2,2272.8,40.0,2312.8,Północny
T20240119-019,2024-01-19,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Południowy
T20240403-016,2024-04-03,Zabawki,Lalka interaktywna TalkingFriend,153.6,2,307.2,12.0,319.2,Południowy
T20241119-018,2024-11-19,Artykuły sportowe,Mata do jogi Comfort,87.4,1,87.4,12.0,99.4,Zachodni
T20240824-021,2024-08-24,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Centralny
T20241027-017,2024-10-27,Odzież,Kurtka zimowa męska Alpine,378.4,2,756.8,20.0,776.8,Zachodni
T20240729-012,2024-07-29,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,2,2272.8,40.0,2312.8,Centralny
T20240430-014,2024-04-30,Zabawki,Gra planszowa FamilyFun,128.05,2,256.1,12.0,268.1,Zachodni
T20240127-018,2024-01-27,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Centralny
T20241201-017,2024-12-01,Książki,Powieść 'Tajemnica Gór',41.75,4,167.0,8.0,175.0,Wschodni
T20240428-021,2024-04-28,Elektronika,Smartwatch FitPro,703.0,2,1406.0,20.0,1426.0,Wschodni
T20241207-016,2024-12-07,Artykuły sportowe,Piłka do koszykówki Pro,124.2,1,124.2,12.0,136.2,Zachodni
T20240801-020,2024-08-01,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,2,2272.8,40.0,2312.8,Centralny
T20241218-010,2024-12-18,Odzież,Buty sportowe RunFast,284.0,1,284.0,20.0,304.0,Wschodni
T20241003-018,2024-10-03,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Centralny
T20241204-020,2024-12-04,Odzież,Kurtka zimowa męska Alpine,378.4,2,756.8,20.0,776.8,Centralny
T20240819-026,2024-08-19,Artykuły sportowe,Mata do jogi Comfort,87.4,2,174.8,12.0,186.8,Wschodni
T20240403-017,2024-04-03,Odzież,Kurtka zimowa męska Alpine,378.4,2,756.8,20.0,776.8,Centralny
T20240212-021,2024-02-12,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Wschodni
T20241125-015,2024-11-25,Odzież,Sukienka letnia Sunshine,160.2,1,160.2,12.0,172.2,Północny
T20241001-022,2024-10-01,Zabawki,Gra planszowa FamilyFun,128.05,2,256.1,12.0,268.1,Zachodni
T20240109-019,2024-01-09,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Południowy
T20241023-031,2024-10-23,Dom i ogród,Komplet pościeli Dream,192.15,2,384.3,12.0,396.3,Centralny
T20241222-017,2024-12-22,Książki,Poradnik 'Skuteczny Excel',63.02,2,126.04,8.0,134.04,Północny
T20240203-019,2024-02-03,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Północny
T20241020-022,2024-10-20,Artykuły sportowe,Rower górski XTerra,1763.0,1,1763.0,40.0,1803.0,Południowy
T20240124-015,2024-01-24,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Wschodni
T20241012-014,2024-10-12,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Północny
T20240419-019,2024-04-19,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Południowy
T20240621-022,2024-06-21,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Południowy
T20240829-018,2024-08-29,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Północny
T20241209-021,2024-12-09,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Północny
T20240201-026,2024-02-01,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,1,307.8,12.0,319.8,Południowy
T20240921-022,2024-09-21,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Zachodni
T20240118-020,2024-01-18,Dom i ogród,Lampa stojąca Modern,237.8,1,237.8,20.0,257.8,Południowy
T20240611-012,2024-06-11,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,1,307.8,12.0,319.8,Wschodni
T20240318-019,2024-03-18,Artykuły sportowe,Rower górski XTerra,1763.0,1,1763.0,40.0,1803.0,Wschodni
T20240114-026,2024-01-14,Zabawki,Gra planszowa FamilyFun,128.05,2,256.1,12.0,268.1,Zachodni
T20240826-016,2024-08-26,Elektronika,Tablet MediaPad 10,1392.0,3,4176.0,40.0,4216.0,Południowy
T20240821-022,2024-08-21,Artykuły sportowe,Piłka do koszykówki Pro,124.2,4,496.8,12.0,508.8,Wschodni
T20240310-016,2024-03-10,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Zachodni
T20240330-022,2024-03-30,Książki,Kryminał 'Ciemna Noc',39.92,2,79.84,8.0,87.84,Południowy
T20241206-021,2024-12-06,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Północny
T20240130-018,2024-01-30,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,2,914.4,20.0,934.4,Północny
T20240502-018,2024-05-02,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Zachodni
T20240205-021,2024-02-05,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,3,588.6,20.0,608.6,Centralny
T20240604-025,2024-06-04,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Północny
T20240728-017,2024-07-28,Artykuły sportowe,Piłka do koszykówki Pro,124.2,1,124.2,12.0,136.2,Zachodni
T20241006-018,2024-10-06,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Południowy
T20241024-018,2024-10-24,Odzież,Kurtka zimowa męska Alpine,378.4,1,378.4,20.0,398.4,Południowy
T20241206-022,2024-12-06,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,2,2272.8,40.0,2312.8,Południowy
T20240926-026,2024-09-26,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Centralny
T20240426-023,2024-04-26,Odzież,Spodnie jeansowe ClassicBlue,172.2,1,172.2,12.0,184.2,Centralny
T20240630-023,2024-06-30,Artykuły sportowe,Rower górski XTerra,1763.0,1,1763.0,40.0,1803.0,Wschodni
T20240712-013,2024-07-12,Odzież,Sukienka letnia Sunshine,160.2,1,160.2,12.0,172.2,Północny
T20240830-016,2024-08-30,Elektronika,Smartwatch FitPro,703.0,3,2109.0,20.0,2129.0,Północny
T20240722-017,2024-07-22,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,4,4545.6,40.0,4585.6,Północny
T20240722-018,2024-07-22,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Północny
T20240825-016,2024-08-25,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Wschodni
T20240828-018,2024-08-28,Artykuły sportowe,Mata do jogi Comfort,87.4,3,262.2,12.0,274.2,Zachodni
T20241202-019,2024-12-02,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Południowy
T20240606-014,2024-06-06,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Południowy
T20240719-016,2024-07-19,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Wschodni
T20240223-019,2024-02-23,Odzież,Buty sportowe RunFast,284.0,3,852.0,20.0,872.0,Zachodni
T20240607-020,2024-06-07,Książki,Powieść 'Tajemnica Gór',41.75,2,83.5,8.0,91.5,Południowy
T20240517-024,2024-05-17,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Zachodni
T20240620-015,2024-06-20,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Zachodni
T20240624-015,2024-06-24,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Wschodni
T20241121-026,2024-11-21,Artykuły sportowe,Piłka do koszykówki Pro,124.2,2,248.4,12.0,260.4,Południowy
T20240814-015,2024-08-14,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Wschodni
T20241203-022,2024-12-03,Artykuły sportowe,Rower górski XTerra,1763.0,2,3526.0,40.0,3566.0,Centralny
T20240514-017,2024-05-14,Odzież,Sukienka letnia Sunshine,160.2,1,160.2,12.0,172.2,Centralny
T20240203-020,2024-02-03,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Centralny
T20240905-015,2024-09-05,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Zachodni
T20240209-012,2024-02-09,Dom i ogród,Lampa stojąca Modern,237.8,4,951.2,20.0,971.2,Północny
T20240418-017,2024-04-18,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Centralny
T20240118-021,2024-01-18,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,2,392.4,20.0,412.4,Centralny
T20240507-013,2024-05-07,Artykuły sportowe,Rower górski XTerra,1763.0,1,1763.0,40.0,1803.0,Wschodni
T20241116-014,2024-11-16,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Północny
T20240704-030,2024-07-04,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,2,615.6,12.0,627.6,Wschodni
T20240108-027,2024-01-08,Książki,Książka kucharska 'Smaki Azji',70.92,3,212.76,8.0,220.76,Północny
T20240725-017,2024-07-25,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Centralny
T20241024-019,2024-10-24,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Południowy
T20240224-019,2024-02-24,Dom i ogród,Lampa stojąca Modern,237.8,1,237.8,20.0,257.8,Centralny
T20240131-015,2024-01-31,Książki,Poradnik 'Skuteczny Excel',63.02,2,126.04,8.0,134.04,Południowy
T20240219-016,2024-02-19,Artykuły sportowe,Piłka do koszykówki Pro,124.2,1,124.2,12.0,136.2,Centralny
T20240407-018,2024-04-07,Dom i ogród,Lampa stojąca Modern,237.8,2,475.6,20.0,495.6,Centralny
T20240308-021,2024-03-08,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Centralny
T20241205-014,2024-12-05,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,1,457.2,20.0,477.2,Północny
T20240605-015,2024-06-05,Elektronika,Smartwatch FitPro,703.0,2,1406.0,20.0,1426.0,Wschodni
T20240919-018,2024-09-19,Elektronika,Laptop ProBook Air,4036.5,1,4036.5,40.0,4076.5,Południowy
T20240905-016,2024-09-05,Zabawki,Gra planszowa FamilyFun,128.05,1,128.05,12.0,140.05,Południowy
T20240315-022,2024-03-15,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Północny
T20240615-021,2024-06-15,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Zachodni
T20240619-013,2024-06-19,Dom i ogród,Lampa stojąca Modern,237.8,2,475.6,20.0,495.6,Centralny
T20241206-023,2024-12-06,Dom i ogród,Komplet pościeli Dream,192.15,2,384.3,12.0,396.3,Zachodni
T20241010-013,2024-10-10,Odzież,Buty sportowe RunFast,284.0,1,284.0,20.0,304.0,Północny
T20241117-016,2024-11-17,Książki,Książka kucharska 'Smaki Azji',70.92,2,141.84,8.0,149.84,Zachodni
T20240627-022,2024-06-27,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Południowy
T20240407-019,2024-04-07,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Wschodni
T20240229-022,2024-02-29,Artykuły sportowe,Rower górski XTerra,1763.0,2,3526.0,40.0,3566.0,Centralny
T20240113-015,2024-01-13,Artykuły sportowe,Mata do jogi Comfort,87.4,3,262.2,12.0,274.2,Wschodni
T20241114-024,2024-11-14,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Wschodni
T20240823-021,2024-08-23,Elektronika,Smartwatch FitPro,703.0,2,1406.0,20.0,1426.0,Południowy
T20240921-023,2024-09-21,Zabawki,Lalka interaktywna TalkingFriend,153.6,5,768.0,12.0,780.0,Północny
T20240502-019,2024-05-02,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Zachodni
T20240326-022,2024-03-26,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Południowy
T20240522-015,2024-05-22,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Zachodni
T20241221-008,2024-12-21,Dom i ogród,Lampa stojąca Modern,237.8,1,237.8,20.0,257.8,Północny
T20241228-011,2024-12-28,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Zachodni
T20240226-023,2024-02-26,Elektronika,Tablet MediaPad 10,1392.0,2,2784.0,40.0,2824.0,Wschodni
T20240526-020,2024-05-26,Artykuły sportowe,Rower górski XTerra,1763.0,2,3526.0,40.0,3566.0,Wschodni
T20241004-021,2024-10-04,Elektronika,Smartwatch FitPro,703.0,3,2109.0,20.0,2129.0,Północny
T20241006-019,2024-10-06,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Północny
T20241224-019,2024-12-24,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,2,914.4,20.0,934.4,Wschodni
T20241027-018,2024-10-27,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Zachodni
T20240919-019,2024-09-19,Artykuły sportowe,Rower górski XTerra,1763.0,2,3526.0,40.0,3566.0,Centralny
T20240523-027,2024-05-23,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Centralny
T20240412-021,2024-04-12,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,2,392.4,20.0,412.4,Północny
T20240514-018,2024-05-14,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Centralny
T20240326-023,2024-03-26,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Południowy
T20241218-011,2024-12-18,Artykuły sportowe,Kijki trekkingowe Hike,130.8,4,523.2,12.0,535.2,Północny
T20240910-017,2024-09-10,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Południowy
T20240724-028,2024-07-24,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Północny
T20240816-018,2024-08-16,Odzież,Kurtka zimowa męska Alpine,378.4,3,1135.2,20.0,1155.2,Południowy
T20240226-024,2024-02-26,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Zachodni
T20240806-019,2024-08-06,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Centralny
T20240926-027,2024-09-26,Elektronika,Smartwatch FitPro,703.0,2,1406.0,20.0,1426.0,Wschodni
T20240723-020,2024-07-23,Elektronika,Smartwatch FitPro,703.0,2,1406.0,20.0,1426.0,Centralny
T20240326-024,2024-03-26,Artykuły sportowe,Mata do jogi Comfort,87.4,3,262.2,12.0,274.2,Zachodni
T20240905-017,2024-09-05,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Centralny
T20240806-020,2024-08-06,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Północny
T20240722-019,2024-07-22,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,2,615.6,12.0,627.6,Zachodni
T20241027-019,2024-10-27,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Zachodni
T20240920-027,2024-09-20,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Zachodni
T20240706-016,2024-07-06,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Północny
T20240902-020,2024-09-02,Książki,Powieść 'Tajemnica Gór',41.75,2,83.5,8.0,91.5,Centralny
T20240814-016,2024-08-14,Odzież,Spodnie jeansowe ClassicBlue,172.2,1,172.2,12.0,184.2,Południowy
T20241025-025,2024-10-25,Zabawki,Auto zdalnie sterowane RacerX,218.4,4,873.6,20.0,893.6,Wschodni
T20240426-024,2024-04-26,Artykuły sportowe,Kijki trekkingowe Hike,130.8,2,261.6,12.0,273.6,Południowy
T20240602-014,2024-06-02,Elektronika,Smartwatch FitPro,703.0,5,3515.0,20.0,3535.0,Wschodni
T20240327-020,2024-03-27,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Północny
T20240512-019,2024-05-12,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,5,981.0,20.0,1001.0,Południowy
T20240104-019,2024-01-04,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Centralny
